Time	UpLink(kbps)	Downlink(kbps)	Payload(Bytes)	SampleTime(ms)	DurationTime(ms)	UploadData(MB)	DownloadData(MB)	Network_Type	LTE_SS	LTE_RSRP(W)	LTE_RSRQ	LTE_SNR(dB)
1354339670	164.64	1625.29	1357	1600	16000	0.453	9.132	13	17	-107	11	30	
1354339714	172.49	6110.80	1357	1600	16000	0.483	14.406	13	16	-107	12	24	
1354339764	138.84	6821.70	1357	1600	16000	0.391	19.189	13	17	-109	12	18	
1354339812	137.82	5963.27	1357	1600	16000	0.339	18.051	13	17	-109	12	18	
1354339857	92.87	5019.35	1357	1600	16000	0.243	14.371	13	17	-109	12	18	
1354339906	131.13	7514.00	1357	1600	16000	0.388	19.680	13	17	-109	12	18	
1354339955	207.44	6318.00	1357	1600	16000	0.651	16.893	13	16	-111	14	-2	
1354340003	189.02	6675.11	1357	1600	16000	0.580	17.974	13	17	-109	13	-6	
1354340057	156.28	5434.00	1357	1600	16000	0.502	14.743	13	18	-108	13	0	
1354340108	158.03	6955.00	1357	1600	16000	0.515	17.481	13	18	-108	13	0	
1354340161	131.58	6838.18	1357	1600	16000	0.448	17.240	13	18	-108	13	10	
1354340208	231.43	6491.47	1357	1600	16000	0.578	16.945	13	18	-108	13	10	
1354340255	168.47	6521.92	1357	1600	16000	0.481	17.716	13	18	-108	13	10	
1354340307	157.33	6829.37	1357	1600	16000	0.501	19.782	13	16	-109	13	2	
1354340354	94.22	6712.61	1357	1600	16000	0.311	17.069	13	18	-109	13	4	
1354340402	107.86	6114.60	1357	1600	16000	0.340	14.805	13	17	-110	14	0	
1354340450	116.28	5842.70	1357	1600	16000	0.339	15.882	13	16	-110	13	-2	
1354340497	99.78	6851.00	1357	1600	16000	0.291	17.940	13	17	-109	13	0	
1354341016	100.15	6261.36	1357	1600	16000	0.346	17.873	13	17	-109	12	24	
1354341059	172.15	6175.00	1357	1600	16000	0.546	16.060	13	17	-109	12	24	
1354341216	87.71	5540.61	1357	1600	16000	0.292	14.994	13	17	-109	13	0	
1354341317	105.60	6318.00	1357	1600	16000	0.339	14.446	13	16	-108	12	16	
1354341362	150.18	7132.36	1357	1600	16000	0.452	17.235	13	18	-108	12	-2	
1354341415	379.20	3428.74	1357	1600	16000	1.156	10.062	13	17	-107	13	0	
1354341523	136.34	6571.84	1357	1600	16000	0.391	17.419	13	17	-111	14	-12	
1354341570	172.58	6536.40	1357	1600	16000	0.503	17.910	13	17	-111	13	-6	
1354341675	141.04	6530.84	1357	1600	16000	0.445	19.122	13	18	-110	14	-22	
1354341719	134.92	6305.00	1357	1600	16000	0.391	16.293	13	16	-110	13	2	
1354341764	203.32	6150.47	1357	1600	16000	0.555	16.162	13	16	-110	13	0	
1354341817	144.61	6950.53	1357	1600	16000	0.510	19.306	13	16	-110	14	0	
1354341863	169.38	7305.30	1357	1600	16000	0.502	20.151	13	16	-109	13	18	
1354341911	276.08	7605.00	1357	1600	16000	0.804	20.186	13	18	-109	14	14	
1354341959	194.96	7020.00	1357	1600	16000	0.519	18.750	13	16	-110	13	0	
1354342009	138.50	7301.44	1357	1600	16000	0.505	18.428	13	16	-111	14	-2	
1354342051	226.64	7131.80	1357	1600	16000	0.559	19.254	13	16	-110	13	0	
1354342102	154.52	7230.00	1357	1600	16000	0.418	18.145	13	17	-110	14	4	
1354342148	298.45	3887.00	1357	1600	16000	0.752	13.008	13	16	-110	13	8	
1354342195	128.60	6599.90	1357	1600	16000	0.392	16.886	13	16	-111	14	-12	
1354342242	154.75	6565.69	1357	1600	16000	0.511	17.468	13	16	-110	13	-10	
1354342293	236.37	6786.28	1357	1600	16000	0.744	18.106	13	16	-111	14	-6	
1354342342	204.10	6249.08	1357	1600	16000	0.647	17.258	13	16	-110	14	-2	
1354342388	169.12	6981.00	1357	1600	16000	0.510	19.566	13	16	-110	13	0	
1354342488	280.85	5548.70	1357	1600	16000	0.745	14.039	13	16	-110	13	-2	
1354342534	159.44	6976.64	1357	1600	16000	0.380	18.373	13	16	-110	13	0	
1354342580	127.34	7046.00	1357	1600	16000	0.342	19.013	13	16	-111	14	-6	
1354342625	251.56	5162.51	1357	1600	16000	0.599	14.500	13	17	-110	14	-20	
1354342673	340.08	6106.18	1357	1600	16000	0.965	17.064	13	16	-110	14	-10	
1354342717	211.62	7099.92	1357	1600	16000	0.597	17.568	13	16	-111	14	-12	
1354342765	337.22	7202.00	1357	1600	16000	0.910	19.740	13	16	-111	14	-10	
1354342870	227.96	6305.99	1357	1600	16000	0.679	17.258	13	17	-110	13	0	
1354342919	169.35	7248.29	1357	1600	16000	0.571	20.216	13	17	-110	13	-2	
1354342964	205.24	7228.00	1357	1600	16000	0.598	20.012	13	17	-110	13	-8	
1354343010	143.01	6833.92	1357	1600	16000	0.524	18.639	13	17	-110	15	-32	
1354343060	219.99	5819.08	1357	1600	16000	0.650	17.706	13	16	-111	15	-14	
1354343108	353.92	6843.12	1357	1600	16000	0.877	19.031	13	16	-112	14	-20	
1354343153	139.26	6310.11	1357	1600	16000	0.419	15.708	13	16	-111	15	-20	
1354343193	180.47	5695.44	1357	1600	16000	0.346	13.866	13	16	-111	14	-16	
1354343239	194.82	6328.20	1357	1600	16000	0.453	16.293	13	16	-111	14	-22	
1354343289	138.09	6240.00	1357	1600	16000	0.450	15.852	13	16	-111	15	-18	
1354343339	181.65	4312.83	1357	1600	16000	0.510	12.351	13	18	-111	15	-18	
1354343385	184.42	6557.56	1357	1600	16000	0.443	18.086	13	17	-110	13	-8	
1354343430	138.86	5972.53	1357	1600	16000	0.445	15.450	13	16	-111	13	-10	
1354343532	149.12	6898.88	1357	1600	16000	0.450	16.973	13	16	-111	14	-10	
1354343580	146.14	6693.48	1357	1600	16000	0.401	17.511	13	16	-110	13	-4	
1354343628	178.31	6485.79	1357	1600	16000	0.509	17.064	13	16	-111	14	-4	
1354343811	226.17	7067.58	1357	1600	16000	0.581	17.635	13	18	-107	11	48	
1354343857	214.72	6950.66	1357	1600	16000	0.589	18.731	13	16	-108	12	24	
1354343904	246.12	7649.53	1357	1600	16000	0.771	20.652	13	18	-108	14	30	
1354343952	267.98	7931.54	1357	1600	16000	0.806	19.221	13	17	-107	11	36	
1354343996	754.32	5383.99	1357	1600	16000	1.667	17.454	13	19	-106	12	0	
1354344041	137.54	7266.42	1357	1600	16000	0.456	18.321	13	16	-108	13	14	
1354344086	234.41	7257.32	1357	1600	16000	0.577	20.288	13	16	-109	13	4	
1354344131	255.06	6872.70	1357	1600	16000	0.585	19.080	13	16	-109	12	0	
1354344177	134.72	7007.00	1357	1600	16000	0.340	18.359	13	16	-111	14	-12	
1354344225	261.14	6239.34	1357	1600	16000	0.727	17.870	13	16	-111	14	-10	
1354344277	139.87	5958.68	1357	1600	16000	0.515	16.415	13	16	-111	15	-18	
1354344393	141.13	6829.66	1357	1600	16000	0.509	17.855	13	18	-109	15	2	
1354344439	127.47	7720.52	1357	1600	16000	0.452	20.613	13	18	-109	15	2	
1354344486	128.07	7228.00	1357	1600	16000	0.397	18.339	13	17	-109	13	0	
1354344534	125.99	6968.00	1357	1600	16000	0.388	18.525	13	17	-110	13	2	
1354344581	202.42	7418.36	1357	1600	16000	0.568	19.102	13	17	-110	13	2	
1354344629	119.46	6963.65	1357	1600	16000	0.339	18.745	13	16	-110	13	6	
1354344675	129.06	6659.09	1357	1600	16000	0.457	19.918	13	18	-109	15	0	
1354344724	108.82	6104.96	1357	1600	16000	0.336	15.854	13	18	-109	15	0	
1354344775	75.09	3952.00	1357	1600	16000	0.243	11.547	13	17	-110	13	-2	
1354344826	104.00	4265.52	1357	1600	16000	0.440	9.812	13	17	-109	13	0	
1354344939	165.11	3903.03	1357	1600	16000	0.510	11.785	13	17	-109	14	-2	
1354344986	167.26	5746.00	1357	1600	16000	0.440	16.087	13	17	-109	14	-2	
1354345032	195.02	4537.82	1357	1600	16000	0.509	12.804	13	17	-111	14	-14	
1354345137	188.98	4761.53	1357	1600	16000	0.591	12.822	13	17	-109	13	0	
1354345190	86.33	4682.56	1357	1600	16000	0.251	12.839	13	18	-109	14	-2	
1354345237	87.12	6508.93	1357	1600	16000	0.290	17.173	13	18	-109	14	-2	
1354345282	224.39	6006.00	1357	1600	16000	0.589	16.102	13	18	-109	15	-2	
1354345329	144.88	7050.19	1357	1600	16000	0.458	19.561	13	17	-110	13	0	
1354345378	199.48	7231.96	1357	1600	16000	0.604	19.787	13	17	-111	14	-16	
1354345425	182.28	6677.83	1357	1600	16000	0.519	17.783	13	17	-111	14	-16	
1354345471	235.42	6887.83	1357	1600	16000	0.588	18.899	13	17	-110	14	-20	
1354345519	125.85	6595.76	1357	1600	16000	0.392	17.501	13	17	-110	14	-16	
1354345573	145.48	5818.82	1357	1600	16000	0.644	15.601	13	17	-110	15	-12	
1354345625	247.42	6232.20	1357	1600	16000	0.774	18.011	13	17	-110	15	-12	
1354345676	164.64	3943.09	1357	1600	16000	0.441	14.944	13	17	-110	16	-22	
1354345722	219.23	6348.18	1357	1600	16000	0.519	17.709	13	16	-111	14	-14	
1354345767	139.32	5876.00	1357	1600	16000	0.388	16.187	13	16	-111	14	-12	
1354345870	203.58	6283.56	1357	1600	16000	0.512	17.724	13	16	-110	14	-8	
1354345922	202.02	6177.57	1357	1600	16000	0.758	17.047	13	16	-110	13	0	
1354345968	155.76	7175.34	1357	1600	16000	0.506	19.703	13	16	-109	13	4	
1354346017	257.97	7154.06	1357	1600	16000	0.743	19.345	13	16	-111	14	-10	
1354346066	136.30	6678.30	1357	1600	16000	0.511	17.897	13	16	-111	15	-16	
1354346113	160.91	7045.79	1357	1600	16000	0.457	18.378	13	16	-111	14	-20	
1354346165	114.38	3569.35	1357	1600	16000	0.339	12.918	13	16	-111	15	-12	
1354346216	144.47	6323.10	1357	1600	16000	0.410	15.735	13	16	-110	13	4	
1354346266	134.54	4381.00	1357	1600	16000	0.364	12.606	13	16	-110	13	0	
1354346312	214.78	6673.66	1357	1600	16000	0.590	16.943	13	17	-110	13	0	
1354346364	168.65	6599.91	1357	1600	16000	0.594	16.903	13	16	-111	14	-6	
1354346416	152.04	6535.96	1357	1600	16000	0.531	15.691	13	17	-110	14	-2	
1354346462	146.70	5105.81	1357	1600	16000	0.392	14.552	13	16	-111	14	-12	
1354346513	148.42	6211.47	1357	1600	16000	0.537	16.492	13	16	-110	14	-2	
1354346566	166.69	5118.80	1357	1600	16000	0.527	15.919	13	16	-111	14	-12	
1354346611	154.64	5979.00	1357	1600	16000	0.390	17.798	13	16	-111	13	-16	
1354346659	264.54	6534.92	1357	1600	16000	0.853	18.190	13	17	-111	15	-8	
1354346711	245.76	6682.47	1357	1600	16000	0.688	17.508	13	17	-111	15	-8	
1354346759	271.56	6627.01	1357	1600	16000	0.726	17.216	13	16	-111	15	-12	
1354346805	211.07	6812.68	1357	1600	16000	0.586	18.426	13	16	-111	15	-16	
1354346849	180.93	6634.71	1357	1600	16000	0.449	18.078	13	16	-111	14	-18	
1354346895	204.60	6637.22	1357	1600	16000	0.588	17.406	13	16	-111	13	-4	
1354346943	261.76	6371.05	1357	1600	16000	0.692	17.716	13	16	-111	14	-14	
1354346989	175.80	6234.83	1357	1600	16000	0.510	14.729	13	16	-111	14	-12	
1354347042	203.30	6403.50	1357	1600	16000	0.761	17.954	13	16	-111	15	-14	
1354347089	201.62	5794.19	1357	1600	16000	0.584	15.601	13	16	-111	14	-18	
1354347134	179.72	7028.43	1357	1600	16000	0.512	18.277	13	16	-111	14	-18	
1354347184	126.36	5343.00	1357	1600	16000	0.395	15.745	13	16	-110	14	-10	
1354347229	201.23	6980.91	1357	1600	16000	0.489	18.021	13	16	-111	14	-30	
1354347280	86.16	5642.00	1357	1600	16000	0.393	14.560	13	16	-112	14	-24	
1354347326	168.31	3481.82	1357	1600	16000	0.512	9.829	13	16	-112	15	-20	
1354347369	174.35	6959.25	1357	1600	16000	0.518	18.629	13	16	-112	14	-20	
1354347417	302.12	5363.44	1357	1600	16000	0.787	14.505	13	17	-111	14	-10	
1354347462	161.68	6041.22	1357	1600	16000	0.402	17.079	13	17	-112	16	-26	
1354347510	290.79	7149.59	1357	1600	16000	0.773	19.881	13	17	-111	14	-10	
1354347556	183.09	7080.57	1357	1600	16000	0.551	19.762	13	17	-111	14	-10	
1354347601	162.68	7171.52	1357	1600	16000	0.444	19.137	13	16	-111	14	-12	
1354347646	167.34	6993.77	1357	1600	16000	0.518	18.103	13	16	-111	15	-10	
1354347695	159.58	7033.00	1357	1600	16000	0.518	19.608	13	16	-111	15	-8	
1354347741	194.24	6963.65	1357	1600	16000	0.502	18.736	13	16	-111	14	-26	
1354347788	170.79	6247.16	1357	1600	16000	0.518	17.419	13	16	-111	14	-18	
1354347838	157.49	7343.46	1357	1600	16000	0.507	19.479	13	16	-111	15	-10	
1354347882	251.34	7423.00	1357	1600	16000	0.634	19.487	13	16	-111	15	-12	
1354347931	172.80	7527.00	1357	1600	16000	0.506	20.441	13	16	-111	15	-20	
1354347980	163.17	7405.37	1357	1600	16000	0.510	20.630	13	16	-111	14	-8	
1354348030	245.76	7327.42	1357	1600	16000	0.774	19.559	13	16	-111	14	-12	
1354348075	155.98	7327.42	1357	1600	16000	0.400	19.482	13	17	-111	15	-12	
1354348123	200.06	7205.48	1357	1600	16000	0.582	18.795	13	16	-111	14	-14	
1354348172	173.19	6426.97	1357	1600	16000	0.598	17.488	13	16	-111	14	-12	
1354348215	162.93	6803.60	1357	1600	16000	0.342	19.586	13	17	-111	15	-8	
1354348268	332.72	4596.25	1357	1600	16000	0.822	14.399	13	16	-111	14	-6	
1354348318	157.64	7348.81	1357	1600	16000	0.509	16.705	13	17	-111	14	-10	
1354348363	168.64	6989.63	1357	1600	16000	0.448	19.569	13	16	-111	14	-22	
1354348410	201.43	6821.26	1357	1600	16000	0.581	19.385	13	16	-111	14	-8	
1354348460	162.76	7535.29	1357	1600	16000	0.510	20.595	13	16	-111	14	-8	
1354348503	171.64	7281.94	1357	1600	16000	0.511	19.336	13	16	-111	14	-6	
1354348552	159.80	7462.69	1357	1600	16000	0.507	20.548	13	16	-111	14	-12	
1354348596	326.20	7477.63	1357	1600	16000	0.769	20.365	13	16	-111	14	-6	
1354348644	310.76	7205.99	1357	1600	16000	0.808	20.193	13	17	-111	14	-24	
1354348695	282.93	7483.32	1357	1600	16000	0.743	20.521	13	16	-111	14	-14	
1354348740	275.37	7339.65	1357	1600	16000	0.769	19.643	13	16	-111	14	-16	
1354348786	160.28	7523.68	1357	1600	16000	0.435	20.223	13	16	-111	14	-16	
1354348834	168.31	7236.48	1357	1600	16000	0.598	19.690	13	16	-111	14	-14	
1354348875	217.95	7234.78	1357	1600	16000	0.511	19.221	13	16	-111	14	-12	
1354348972	169.21	6661.69	1357	1600	16000	0.445	18.232	13	16	-111	14	-16	
1354349019	191.20	7340.40	1357	1600	16000	0.597	20.506	13	16	-111	15	-8	
1354349062	245.98	7552.44	1357	1600	16000	0.509	21.629	13	17	-110	15	-26	
1354349108	215.61	6223.11	1357	1600	16000	0.597	17.275	13	16	-111	15	-16	
1354349154	341.25	7527.00	1357	1600	16000	0.832	21.272	13	16	-111	15	-16	
1354349201	280.29	7036.82	1357	1600	16000	0.783	19.539	13	16	-111	14	-20	
1354349246	206.36	7106.56	1357	1600	16000	0.560	19.011	13	18	-111	15	-20	
1354349292	184.09	7033.00	1357	1600	16000	0.519	17.506	13	18	-111	15	-20	
1354349391	154.20	7306.88	1357	1600	16000	0.463	19.333	13	16	-111	14	-10	
1354349436	223.51	7263.57	1357	1600	16000	0.540	20.288	13	16	-111	14	-14	
1354349480	354.11	7205.99	1357	1600	16000	0.892	19.469	13	18	-111	15	-12	
1354349527	197.57	7314.43	1357	1600	16000	0.510	19.732	13	18	-111	15	-12	
1354349569	220.27	6950.66	1357	1600	16000	0.544	18.106	13	18	-111	15	-20	
1354349615	310.48	7202.00	1357	1600	16000	0.748	19.893	13	18	-111	15	-20	
1354349664	193.18	6993.97	1357	1600	16000	0.584	19.660	13	18	-111	15	-20	
1354349712	284.40	5882.50	1357	1600	16000	0.751	16.516	13	16	-111	14	-22	
1354349760	185.50	4813.18	1357	1600	16000	0.607	14.848	13	16	-111	14	-16	
1354349812	171.90	3991.00	1357	1600	16000	0.512	15.740	13	16	-111	15	-8	
1354349863	332.55	4438.10	1357	1600	16000	0.941	14.064	13	16	-111	14	-10	
1354349910	289.35	6397.01	1357	1600	16000	0.765	17.726	13	16	-111	14	-18	
1354349956	183.14	5851.18	1357	1600	16000	0.484	16.782	13	16	-111	14	-26	
1354350001	305.95	7119.55	1357	1600	16000	0.748	18.490	13	16	-111	15	-18	
1354350045	194.44	6924.71	1357	1600	16000	0.595	16.650	13	16	-111	15	-12	
1354350093	290.93	7243.58	1357	1600	16000	0.760	20.176	13	16	-111	14	-12	
1354350139	164.48	6768.77	1357	1600	16000	0.511	18.981	13	18	-111	15	-16	
1354350184	177.15	7306.00	1357	1600	16000	0.515	19.023	13	16	-111	14	-18	
1354350228	187.89	7067.58	1357	1600	16000	0.586	18.616	13	17	-111	16	-22	
1354350274	185.22	7162.57	1357	1600	16000	0.509	18.785	13	16	-111	14	-12	
1354350319	216.01	7270.91	1357	1600	16000	0.590	19.556	13	16	-111	14	-20	
1354350363	257.74	7059.00	1357	1600	16000	0.567	19.301	13	16	-112	15	-22	
1354350466	204.32	7337.00	1357	1600	16000	0.764	19.440	13	16	-111	14	-20	
1354350513	170.79	7298.82	1357	1600	16000	0.500	19.869	13	16	-111	15	-16	
1354350563	307.45	7119.55	1357	1600	16000	0.823	18.931	13	18	-111	16	-22	
1354350608	184.00	6729.79	1357	1600	16000	0.582	18.331	13	16	-111	14	-16	
1354350652	238.12	7261.85	1357	1600	16000	0.602	19.336	13	18	-111	15	-18	
1354350700	179.00	6721.79	1357	1600	16000	0.571	17.826	13	18	-111	15	-18	
1354350746	298.89	7101.49	1357	1600	16000	0.753	19.296	13	18	-111	15	-18	
1354350790	213.66	7097.08	1357	1600	16000	0.639	17.654	13	18	-111	15	-18	
1354350837	216.04	6687.10	1357	1600	16000	0.599	19.150	13	18	-111	15	-18	
1354350886	192.72	7176.00	1357	1600	16000	0.762	20.198	13	18	-111	16	-10	
1354350934	180.58	6233.59	1357	1600	16000	0.507	17.925	13	16	-111	15	-22	
1354350980	256.95	6822.86	1357	1600	16000	0.685	19.157	13	16	-111	14	-16	
1354351026	188.26	7262.46	1357	1600	16000	0.585	19.403	13	18	-111	16	-14	
1354351074	290.32	7019.69	1357	1600	16000	0.749	19.888	13	17	-111	15	-18	
1354351175	226.39	6852.48	1357	1600	16000	0.628	19.293	13	16	-111	15	-18	
1354351220	209.51	7141.07	1357	1600	16000	0.599	19.579	13	16	-111	14	-14	
1354351264	368.00	7378.55	1357	1600	16000	0.774	19.132	13	16	-111	15	-12	
1354351304	160.68	7111.00	1357	1600	16000	0.320	18.810	13	18	-111	16	-10	
1354351356	191.39	4558.90	1357	1600	16000	0.643	15.140	13	18	-111	16	-10	
1354351412	189.17	7349.21	1357	1600	16000	0.826	18.592	13	18	-111	16	-10	
1354351458	339.91	7208.24	1357	1600	16000	0.786	17.803	13	18	-111	16	-10	
1354351508	155.38	7117.50	1357	1600	16000	0.511	18.510	13	16	-111	15	-14	
1354351550	162.64	6929.00	1357	1600	16000	0.399	17.483	13	16	-111	14	-10	
1354351594	259.72	7063.17	1357	1600	16000	0.642	18.577	13	16	-111	14	-14	
1354351697	179.36	7301.08	1357	1600	16000	0.597	19.531	13	16	-111	14	-10	
1354351746	173.35	7275.11	1357	1600	16000	0.503	19.636	13	16	-111	14	-8	
1354351791	169.96	7348.81	1357	1600	16000	0.510	19.286	13	16	-111	14	-10	
1354351836	345.42	7287.68	1357	1600	16000	0.765	19.995	13	16	-111	14	-10	
1354351884	171.47	7028.07	1357	1600	16000	0.507	19.559	13	16	-111	14	-8	
1354351933	166.06	7348.04	1357	1600	16000	0.575	19.993	13	16	-111	14	-10	
1354351980	148.13	7279.35	1357	1600	16000	0.393	19.933	13	18	-111	14	-16	
1354352028	170.63	6961.40	1357	1600	16000	0.511	19.063	13	18	-111	14	-16	
1354352074	141.53	6348.66	1357	1600	16000	0.445	18.830	13	18	-111	14	-16	
1354352121	141.78	7059.00	1357	1600	16000	0.405	19.234	13	18	-111	15	-12	
1354352163	148.13	7024.22	1357	1600	16000	0.346	19.460	13	18	-111	15	-12	
1354352208	234.15	7397.00	1357	1600	16000	0.660	19.978	13	17	-110	14	-8	
1354352256	430.98	5748.22	1357	1600	16000	1.156	16.769	13	16	-111	14	-14	
1354352304	178.14	7089.14	1357	1600	16000	0.525	19.608	13	16	-111	14	-8	
1354352350	209.18	7023.68	1357	1600	16000	0.595	18.763	13	16	-111	14	-12	
1354352397	279.52	5553.59	1357	1600	16000	0.845	15.901	13	16	-111	14	-8	
1354352440	156.58	5775.02	1357	1600	16000	0.344	17.424	13	17	-110	14	-12	
1354352483	181.29	7366.40	1357	1600	16000	0.506	19.167	13	16	-111	14	-8	
1354352529	167.34	6920.26	1357	1600	16000	0.443	18.490	13	16	-111	15	-12	
1354352575	191.86	6147.14	1357	1600	16000	0.572	16.206	13	16	-111	14	-12	
1354352623	321.50	6742.54	1357	1600	16000	0.840	18.220	13	16	-111	14	-6	
1354352668	369.52	7182.50	1357	1600	16000	0.927	19.559	13	16	-111	14	-8	
1354352713	188.07	7251.61	1357	1600	16000	0.540	19.725	13	16	-111	14	-12	
1354352759	183.48	7066.34	1357	1600	16000	0.516	18.862	13	17	-111	14	-10	
1354352805	166.46	7201.50	1357	1600	16000	0.509	17.590	13	16	-111	14	-10	
1354352853	162.16	7303.70	1357	1600	16000	0.514	20.154	13	16	-111	14	-6	
1354352898	324.66	7240.91	1357	1600	16000	0.742	19.125	13	16	-111	14	-14	
1354352944	302.46	7060.78	1357	1600	16000	0.805	19.502	13	17	-111	15	-10	
1354352988	188.14	7374.78	1357	1600	16000	0.606	18.894	13	16	-111	14	-18	
1354353033	179.53	7050.08	1357	1600	16000	0.505	19.613	13	16	-111	14	-18	
1354353079	185.34	6829.46	1357	1600	16000	0.599	18.220	13	17	-111	15	-16	
1354353124	170.55	7202.00	1357	1600	16000	0.507	18.919	13	16	-111	14	-6	
1354353172	176.44	7633.15	1357	1600	16000	0.500	19.217	13	16	-111	14	-10	
1354353218	186.04	6985.21	1357	1600	16000	0.494	20.218	13	17	-111	15	-12	
1354353269	162.56	4428.87	1357	1600	16000	0.510	15.413	13	16	-111	14	-12	
1354353315	176.10	6215.51	1357	1600	16000	0.448	16.920	13	16	-111	15	-16	
1354353363	187.44	7197.01	1357	1600	16000	0.577	17.555	13	16	-111	14	-12	
1354353407	161.39	6549.35	1357	1600	16000	0.392	16.306	13	16	-111	15	-12	
1354353454	365.62	7010.95	1357	1600	16000	0.968	18.180	13	16	-111	14	-6	
1354353501	170.12	7189.00	1357	1600	16000	0.515	18.661	13	16	-111	14	-14	
1354353547	353.50	7493.65	1357	1600	16000	0.888	18.329	13	16	-111	14	-6	
1354353597	204.60	7397.00	1357	1600	16000	0.795	17.768	13	16	-111	14	-8	
1354353644	350.70	7249.47	1357	1600	16000	0.960	19.031	13	16	-111	14	-8	
1354353692	176.94	7582.52	1357	1600	16000	0.520	19.068	13	16	-111	14	-6	
1354353735	203.42	7470.33	1357	1600	16000	0.593	19.514	13	16	-111	14	-8	
1354353779	179.96	7437.81	1357	1600	16000	0.511	18.277	13	16	-111	14	-12	
1354353826	339.41	7015.53	1357	1600	16000	0.824	19.435	13	16	-111	14	-14	
1354353870	187.90	7527.00	1357	1600	16000	0.635	19.715	13	16	-111	15	-12	
1354353916	181.66	6583.43	1357	1600	16000	0.612	19.497	13	16	-111	15	-12	
1354353959	194.24	7339.65	1357	1600	16000	0.581	17.590	13	16	-111	14	-8	
1354354003	177.80	7179.90	1357	1600	16000	0.418	18.054	13	16	-111	14	-12	
1354354052	175.94	6954.88	1357	1600	16000	0.590	18.116	13	16	-111	14	-16	
1354354096	208.00	7175.55	1357	1600	16000	0.585	19.070	13	16	-111	15	-8	
1354354144	313.57	7201.50	1357	1600	16000	0.841	18.894	13	16	-111	14	-6	
1354354188	209.82	7448.04	1357	1600	16000	0.534	20.895	13	16	-111	14	-10	
1354354238	284.67	7327.42	1357	1600	16000	0.745	20.243	13	16	-111	14	-8	
1354354283	173.00	7188.52	1357	1600	16000	0.466	19.618	13	16	-111	14	-8	
1354354335	176.60	7331.25	1357	1600	16000	0.688	20.221	13	16	-111	14	-8	
1354354382	171.13	7111.00	1357	1600	16000	0.590	19.522	13	16	-111	15	-8	
1354354431	178.54	7422.08	1357	1600	16000	0.585	19.541	13	16	-111	15	-10	
1354354485	221.80	7559.50	1357	1600	16000	0.779	21.059	13	16	-111	14	-10	
1354354533	298.30	7502.49	1357	1600	16000	0.831	20.521	13	16	-111	14	-6	
1354354580	290.80	7428.57	1357	1600	16000	0.770	20.632	13	16	-111	14	-6	
1354354625	163.40	7510.75	1357	1600	16000	0.515	19.891	13	16	-111	14	-10	
1354354669	264.02	7504.62	1357	1600	16000	0.585	20.922	13	16	-111	14	-12	
1354354713	190.70	7422.08	1357	1600	16000	0.600	20.094	13	16	-111	14	-10	
1354354761	292.10	7424.86	1357	1600	16000	0.778	20.863	13	16	-111	14	-10	
1354354805	183.91	7553.00	1357	1600	16000	0.542	19.953	13	16	-111	14	-12	
1354354855	172.36	7396.13	1357	1600	16000	0.503	20.704	13	18	-111	15	-12	
1354354900	280.02	7499.94	1357	1600	16000	0.685	20.218	13	18	-111	15	-12	
1354354943	168.80	7397.00	1357	1600	16000	0.453	19.264	13	17	-111	16	-12	
1354354987	177.62	7344.23	1357	1600	16000	0.512	20.193	13	17	-111	16	-12	
1354355037	288.88	7587.26	1357	1600	16000	0.826	21.024	13	17	-111	16	-12	
1354355084	197.85	7462.00	1357	1600	16000	0.590	20.461	13	16	-111	14	-6	
1354355128	173.35	7293.00	1357	1600	16000	0.519	19.440	13	16	-111	14	-8	
1354355174	272.34	7273.50	1357	1600	16000	0.582	20.479	13	16	-111	14	-16	
1354355224	172.24	6265.84	1357	1600	16000	0.576	17.285	13	17	-111	15	-10	
1354355274	165.90	7296.20	1357	1600	16000	0.512	20.486	13	16	-111	14	-6	
1354355322	188.80	7475.00	1357	1600	16000	0.598	20.833	13	17	-111	14	-8	
1354355369	179.62	7261.23	1357	1600	16000	0.602	19.742	13	16	-111	15	-10	
1354355420	185.05	7586.03	1357	1600	16000	0.748	20.704	13	16	-111	14	-10	
1354355472	208.17	7843.47	1357	1600	16000	0.754	20.632	13	16	-111	14	-6	
1354355516	257.45	7439.70	1357	1600	16000	0.775	20.310	13	16	-111	14	-6	
1354355565	319.29	7489.55	1357	1600	16000	0.854	20.893	13	16	-111	14	-12	
1354355613	202.92	7644.00	1357	1600	16000	0.767	21.185	13	16	-111	14	-10	
1354355656	321.82	7405.37	1357	1600	16000	0.556	20.471	13	16	-111	15	-14	
1354355699	211.25	7499.94	1357	1600	16000	0.603	20.737	13	16	-111	14	-12	
1354355793	197.54	7394.28	1357	1600	16000	0.538	20.198	13	16	-111	14	-10	
1354355839	294.54	7306.00	1357	1600	16000	0.754	19.876	13	16	-111	14	-8	
1354355886	254.69	7347.26	1357	1600	16000	0.876	20.585	13	16	-111	15	-12	
1354355930	183.27	7418.36	1357	1600	16000	0.603	20.749	13	16	-111	14	-14	
1354355975	181.47	7460.02	1357	1600	16000	0.514	18.431	13	16	-111	15	-10	
1354356023	176.77	7631.00	1357	1600	16000	0.511	20.377	13	16	-111	14	-12	
1354356072	383.51	7543.57	1357	1600	16000	1.108	20.915	13	16	-111	14	-12	
1354356116	211.72	7595.51	1357	1600	16000	0.611	20.930	13	16	-111	14	-16	
